	0	1	2	3	4	5	6	7	8	9
Sentence441	('model1-model2', 0.9543234349588415)	('model1-model3', 0.9518398541452968)	('model1-model4', 0.9649251825573416)	('model1-model5', 0.9179427484102011)	('model2-model3', 0.9805439456959383)	('model2-model4', 0.9821603096300775)	('model2-model5', 0.9765128861328386)	('model3-model4', 0.9844053643491323)	('model3-model5', 0.9630542237565182)	('model4-model5', 0.9570134047869918)
Sentence442	('model1-model2', 0.8413341412630906)	('model1-model3', 0.3786412228313766)	('model1-model4', 0.5346796732074042)	('model1-model5', 0.5618293103007741)	('model2-model3', 0.3017972728967141)	('model2-model4', 0.447213595499958)	('model2-model5', 0.42971470938030565)	('model3-model4', 0.888538303201125)	('model3-model5', 0.8702661971241573)	('model4-model5', 0.9608713011059299)
Sentence443	('model1-model2', 0.9836428684405513)	('model1-model3', 0.9885913708578038)	('model1-model4', 0.9696237697683223)	('model1-model5', 0.9852012434270006)	('model2-model3', 0.980840255461311)	('model2-model4', 0.9703688103942175)	('model2-model5', 0.9830892741340015)	('model3-model4', 0.9725901261764521)	('model3-model5', 0.9800975119879276)	('model4-model5', 0.9815589533578456)
Sentence444	('model1-model2', 0.9796918158737483)	('model1-model3', 0.995867563107803)	('model1-model4', 0.9513684240437128)	('model1-model5', 0.9768237075678738)	('model2-model3', 0.9717024363886256)	('model2-model4', 0.9633805316203269)	('model2-model5', 0.9705231721239392)	('model3-model4', 0.945295796815832)	('model3-model5', 0.9728614780393369)	('model4-model5', 0.9715555988622119)
Sentence445	('model1-model2', 0.9767337575640533)	('model1-model3', 0.9900392740205933)	('model1-model4', 0.9864805291846144)	('model1-model5', 0.974905766481566)	('model2-model3', 0.9708291118105885)	('model2-model4', 0.9763163174763898)	('model2-model5', 0.9839346527866291)	('model3-model4', 0.9773540795018737)	('model3-model5', 0.9769844210445697)	('model4-model5', 0.959356535045202)
Sentence446	('model1-model2', 0.9641346640910852)	('model1-model3', 0.9797092518233987)	('model1-model4', 0.9034962843916242)	('model1-model5', 0.9772076764855405)	('model2-model3', 0.956397785638457)	('model2-model4', 0.8982241123505502)	('model2-model5', 0.967741935483871)	('model3-model4', 0.9119910665758262)	('model3-model5', 0.9740435012406425)	('model4-model5', 0.9176102442717852)
Sentence447	('model1-model2', 0.9518817389781656)	('model1-model3', 0.9741222582993627)	('model1-model4', 0.9774787297538033)	('model1-model5', 0.9547917194750632)	('model2-model3', 0.9548151257129418)	('model2-model4', 0.9639124620472601)	('model2-model5', 0.9958274448089691)	('model3-model4', 0.9844686491105926)	('model3-model5', 0.9563078130930255)	('model4-model5', 0.9694632053490082)
Sentence448	('model1-model2', 0.9149972028639229)	('model1-model3', 0.9546243523804073)	('model1-model4', 0.9297587786686763)	('model1-model5', 0.9494003466445777)	('model2-model3', 0.9413194517160786)	('model2-model4', 0.9370283509550819)	('model2-model5', 0.9372013248391425)	('model3-model4', 0.9827407937399404)	('model3-model5', 0.9432570383008982)	('model4-model5', 0.9352119768002201)
Sentence449	('model1-model2', 0.701404214049177)	('model1-model3', 0.6893048983852161)	('model1-model4', 0.683599072781475)	('model1-model5', 0.7033391716221729)	('model2-model3', 0.7430846525790378)	('model2-model4', 0.7001919503801805)	('model2-model5', 0.9910548057890277)	('model3-model4', 0.9929674489269136)	('model3-model5', 0.7366264462044861)	('model4-model5', 0.7011695914588867)
Sentence450	('model1-model2', 0.989777620449834)	('model1-model3', 0.991308512121799)	('model1-model4', 0.9927234390549816)	('model1-model5', 0.991308512121799)	('model2-model3', 0.9956724271114029)	('model2-model4', 0.9940827882880288)	('model2-model5', 0.9956724271114029)	('model3-model4', 0.9927873787462292)	('model3-model5', 1.0)	('model4-model5', 0.9927873787462292)
Sentence451	('model1-model2', 0.9763828333406367)	('model1-model3', 0.9931074239494108)	('model1-model4', 0.9962873614765961)	('model1-model5', 0.9931074239494108)	('model2-model3', 0.9878041810652178)	('model2-model4', 0.9839723413826312)	('model2-model5', 0.9878041810652178)	('model3-model4', 0.9979391590714027)	('model3-model5', 1.0)	('model4-model5', 0.9979391590714027)
Sentence452	('model1-model2', 0.9736226481820107)	('model1-model3', 0.9513970210929766)	('model1-model4', 0.9719172029784146)	('model1-model5', 0.960543067374833)	('model2-model3', 0.9629586643821649)	('model2-model4', 0.963396787558485)	('model2-model5', 0.9764577604214558)	('model3-model4', 0.985102058247219)	('model3-model5', 0.9822805515500609)	('model4-model5', 0.9786843869459146)
Sentence453	('model1-model2', 0.9355705042418501)	('model1-model3', 0.7887076925294666)	('model1-model4', 0.7840585075474039)	('model1-model5', 0.9479876480213552)	('model2-model3', 0.8767123287671235)	('model2-model4', 0.8746518199327642)	('model2-model5', 0.931682353959932)	('model3-model4', 0.9939225226508684)	('model3-model5', 0.7919300008659422)	('model4-model5', 0.7999270086021223)
Sentence454	('model1-model2', 0.9913635680909052)	('model1-model3', 0.9889478093447818)	('model1-model4', 0.9850588062722531)	('model1-model5', 0.9817069745279688)	('model2-model3', 0.9855205960129156)	('model2-model4', 0.9900102385960602)	('model2-model5', 0.9925036767117186)	('model3-model4', 0.9941320562302283)	('model3-model5', 0.9792603798453513)	('model4-model5', 0.9842587198296324)
Sentence455	('model1-model2', 0.9956371556086305)	('model1-model3', 0.9783651429227912)	('model1-model4', 0.9884765855897355)	('model1-model5', 0.9847049448024356)	('model2-model3', 0.9804861117603575)	('model2-model4', 0.9840776480047208)	('model2-model5', 0.982885216297554)	('model3-model4', 0.9817250265086118)	('model3-model5', 0.9781621374398898)	('model4-model5', 0.9942603258703264)
Sentence456	('model1-model2', 0.9710965979772923)	('model1-model3', 0.9680316808677173)	('model1-model4', 0.9680316808677173)	('model1-model5', 0.9622684470865897)	('model2-model3', 0.9696292007540721)	('model2-model4', 0.9696292007540721)	('model2-model5', 0.989010989010989)	('model3-model4', 1.0000000000000002)	('model3-model5', 0.9602153250185956)	('model4-model5', 0.9602153250185956)
Sentence457	('model1-model2', 0.9604151499606681)	('model1-model3', 0.9849999999999999)	('model1-model4', 0.8858764417590606)	('model1-model5', 0.9317460410066183)	('model2-model3', 0.979527889263368)	('model2-model4', 0.9419114403105502)	('model2-model5', 0.9817351598173516)	('model3-model4', 0.8938573106037369)	('model3-model5', 0.9460805954836432)	('model4-model5', 0.9762321000789508)
Sentence458	('model1-model2', 0.974772219824648)	('model1-model3', 0.9921932945999633)	('model1-model4', 0.9701750459351368)	('model1-model5', 0.9613535699294953)	('model2-model3', 0.9727589633093795)	('model2-model4', 0.9679901966658692)	('model2-model5', 0.9751834341015411)	('model3-model4', 0.9760931175562878)	('model3-model5', 0.967830023025871)	('model4-model5', 0.980217850397267)
Sentence459	('model1-model2', 0.9873399666328253)	('model1-model3', 0.9850923870799789)	('model1-model4', 0.9740548707293395)	('model1-model5', 0.9858897901581266)	('model2-model3', 0.9798222705825064)	('model2-model4', 0.9825291052998283)	('model2-model5', 0.9888726221820257)	('model3-model4', 0.9676231983922592)	('model3-model5', 0.9771424452345022)	('model4-model5', 0.9817189535859162)
Sentence460	('model1-model2', 0.943802131457176)	('model1-model3', 0.9606463013980241)	('model1-model4', 0.9783649020482809)	('model1-model5', 0.9804541409880655)	('model2-model3', 0.9709981800007342)	('model2-model4', 0.9699522292367582)	('model2-model5', 0.9626173137542642)	('model3-model4', 0.9810890916830072)	('model3-model5', 0.9715636903150967)	('model4-model5', 0.9907920251106885)
Sentence461	('model1-model2', 0.9613724228912349)	('model1-model3', 0.9797902225585744)	('model1-model4', 0.9773864920296573)	('model1-model5', 0.9991073491096694)	('model2-model3', 0.9777041777372701)	('model2-model4', 0.9820556498632418)	('model2-model5', 0.9656434819823222)	('model3-model4', 0.9949366763261819)	('model3-model5', 0.9846284975461241)	('model4-model5', 0.9824419847781962)
Sentence462	('model1-model2', 0.9735580849970794)	('model1-model3', 0.9781274013842195)	('model1-model4', 0.9726723682950581)	('model1-model5', 0.9689214079162636)	('model2-model3', 0.9842046886544952)	('model2-model4', 0.972397489696717)	('model2-model5', 0.9697105431877732)	('model3-model4', 0.9527344437647377)	('model3-model5', 0.9570055176252446)	('model4-model5', 0.9833596403963739)
Sentence463	('model1-model2', 0.997437679150717)	('model1-model3', 0.9901308787594856)	('model1-model4', 0.9944455517530385)	('model1-model5', 0.9936344376503159)	('model2-model3', 0.9946279899659289)	('model2-model4', 0.9963326034475951)	('model2-model5', 0.9897815265985567)	('model3-model4', 0.9944376553131927)	('model3-model5', 0.9868401575615238)	('model4-model5', 0.9905527127428864)
Sentence464	('model1-model2', 1.0000000000000002)	('model1-model3', 0.9885272316127705)	('model1-model4', 0.9753821943617581)	('model1-model5', 0.9752504352976183)	('model2-model3', 0.9885272316127705)	('model2-model4', 0.9753821943617581)	('model2-model5', 0.9752504352976183)	('model3-model4', 0.9692758069915283)	('model3-model5', 0.9657491863519932)	('model4-model5', 0.9744405527556794)
Sentence465	('model1-model2', 0.7457803624660861)	('model1-model3', 0.7376527554229553)	('model1-model4', 0.9997936367947321)	('model1-model5', 0.7464802422881671)	('model2-model3', 0.9917885575715293)	('model2-model4', 0.7526041635303736)	('model2-model5', 0.983749870798326)	('model3-model4', 0.7452162594950119)	('model3-model5', 0.9886137090915075)	('model4-model5', 0.7538014609814978)
Sentence466	('model1-model2', 0.9762492518252635)	('model1-model3', 0.9929374325830893)	('model1-model4', 0.9725439002906414)	('model1-model5', 0.9825670231656645)	('model2-model3', 0.9833824064208618)	('model2-model4', 0.9927548963387378)	('model2-model5', 0.9916066301663617)	('model3-model4', 0.9864754777209842)	('model3-model5', 0.9878064536443728)	('model4-model5', 0.9896914646214712)
Sentence467	('model1-model2', 0.8251204038343015)	('model1-model3', 0.9481898011811237)	('model1-model4', 0.9456108576893003)	('model1-model5', 0.9609999602085962)	('model2-model3', 0.8055306629046772)	('model2-model4', 0.785461828236707)	('model2-model5', 0.7782885106006677)	('model3-model4', 0.9553170046101166)	('model3-model5', 0.9465924656563118)	('model4-model5', 0.9908673886137245)
Sentence468	('model1-model2', 0.997806220541251)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 0.9977653603356424)	('model2-model3', 0.997806220541251)	('model2-model4', 0.997806220541251)	('model2-model5', 0.9955158795382225)	('model3-model4', 1.0)	('model3-model5', 0.9977653603356424)	('model4-model5', 0.9977653603356424)
Sentence469	('model1-model2', 0.9732135459398057)	('model1-model3', 0.9886477496419389)	('model1-model4', 0.9869143017548642)	('model1-model5', 0.9865631914343194)	('model2-model3', 0.9648508762032227)	('model2-model4', 0.976382392060152)	('model2-model5', 0.9668519033631141)	('model3-model4', 0.9840647658964848)	('model3-model5', 0.9802502974170922)	('model4-model5', 0.9754743130915108)
Sentence470	('model1-model2', 0.9931491435086645)	('model1-model3', 0.9906824177830292)	('model1-model4', 0.9911686120266137)	('model1-model5', 0.6046486878371014)	('model2-model3', 0.9854513396549015)	('model2-model4', 0.9892017975623025)	('model2-model5', 0.6283192612880751)	('model3-model4', 0.9911924283065593)	('model3-model5', 0.6206423895660235)	('model4-model5', 0.6338656910463875)
Sentence471	('model1-model2', 0.9920603278678524)	('model1-model3', 0.9991695022279821)	('model1-model4', 0.9981954247324056)	('model1-model5', 0.9937638398698768)	('model2-model3', 0.9929448967644535)	('model2-model4', 0.9935192850977824)	('model2-model5', 0.9978106216795861)	('model3-model4', 0.9983839901340513)	('model3-model5', 0.9945867844478306)	('model4-model5', 0.9961187416738466)
Sentence472	('model1-model2', 0.9999999999999999)	('model1-model3', 0.9869088180042256)	('model1-model4', 0.9608880311489854)	('model1-model5', 0.9864552459291233)	('model2-model3', 0.9869088180042256)	('model2-model4', 0.9608880311489854)	('model2-model5', 0.9864552459291233)	('model3-model4', 0.9597024557450737)	('model3-model5', 0.9885391804237401)	('model4-model5', 0.9696451446911668)
Sentence473	('model1-model2', 0.9945799058844841)	('model1-model3', 0.9892469993224388)	('model1-model4', 0.978514707205247)	('model1-model5', 0.990746615904809)	('model2-model3', 0.9946380310616644)	('model2-model4', 0.9847283561135564)	('model2-model5', 0.985376676001976)	('model3-model4', 0.9679927378956653)	('model3-model5', 0.9800931168726931)	('model4-model5', 0.9876538476102782)
Sentence474	('model1-model2', 0.9704121980697279)	('model1-model3', 0.9693536323996855)	('model1-model4', 0.980862632211042)	('model1-model5', 0.9801047157401684)	('model2-model3', 0.9664350382981852)	('model2-model4', 0.9781207671557887)	('model2-model5', 0.9480774198099832)	('model3-model4', 0.988584119363725)	('model3-model5', 0.965737632828232)	('model4-model5', 0.951883252839996)
Sentence475	('model1-model2', 1.0)	('model1-model3', 0.994444797133282)	('model1-model4', 0.97573875381809)	('model1-model5', 1.0)	('model2-model3', 0.994444797133282)	('model2-model4', 0.97573875381809)	('model2-model5', 1.0)	('model3-model4', 0.9799118698777318)	('model3-model5', 0.994444797133282)	('model4-model5', 0.97573875381809)
Sentence476	('model1-model2', 1.0)	('model1-model3', 0.9991083483108973)	('model1-model4', 0.9962057731961663)	('model1-model5', 0.999493026021601)	('model2-model3', 0.9991083483108973)	('model2-model4', 0.9962057731961663)	('model2-model5', 0.999493026021601)	('model3-model4', 0.9954013262112997)	('model3-model5', 0.9985548960705527)	('model4-model5', 0.995105208005666)
Sentence477	('model1-model2', 0.9867423938160648)	('model1-model3', 0.9943981208447852)	('model1-model4', 0.9979134384627705)	('model1-model5', 0.9873306168050144)	('model2-model3', 0.9814464520892885)	('model2-model4', 0.9868728600905116)	('model2-model5', 0.9992159936074271)	('model3-model4', 0.9928748834386216)	('model3-model5', 0.9814640519829152)	('model4-model5', 0.9859113170508848)
Sentence478	('model1-model2', 0.9700216641835929)	('model1-model3', 0.9872790533812024)	('model1-model4', 0.9796236052623167)	('model1-model5', 0.9283253923665454)	('model2-model3', 0.9675959634424947)	('model2-model4', 0.9738372576330838)	('model2-model5', 0.9457647865421884)	('model3-model4', 0.9821526442675569)	('model3-model5', 0.9296241955429355)	('model4-model5', 0.9257633813734336)
Sentence479	('model1-model2', 0.9971487225839164)	('model1-model3', 1.0)	('model1-model4', 0.9971487225839164)	('model1-model5', 0.997968053062795)	('model2-model3', 0.9971487225839164)	('model2-model4', 1.0)	('model2-model5', 0.9990912339117672)	('model3-model4', 0.9971487225839164)	('model3-model5', 0.997968053062795)	('model4-model5', 0.9990912339117672)
Sentence480	('model1-model2', 0.9961310429712242)	('model1-model3', 0.9951204005583681)	('model1-model4', 0.9924184709376007)	('model1-model5', 0.9839794228797549)	('model2-model3', 0.9995299821246701)	('model2-model4', 0.997333368794076)	('model2-model5', 0.9889553694525605)	('model3-model4', 0.9987533383843674)	('model3-model5', 0.9889417905532354)	('model4-model5', 0.9871752848871121)
Sentence481	('model1-model2', 0.9504963195174669)	('model1-model3', 0.8804315147631467)	('model1-model4', 0.8598786328586887)	('model1-model5', 0.8848646567177564)	('model2-model3', 0.8306489870470045)	('model2-model4', 0.8199323945353394)	('model2-model5', 0.8486062274243797)	('model3-model4', 0.9940215991564715)	('model3-model5', 0.9971795450487538)	('model4-model5', 0.9931696937397839)
